img_id; img_path                                                                     ; pred_bboxes                                                                                                                                                                                  ; target_bboxes                                                                                                                             ; ious                                                           ; prompts
   261; grasp_vlm_dataset/wacker_18_jpg.rf.41d2fb010ed2d56c7f79bd0c1d4e7d6e.jpg      ; {'index': [0.16328248596191405, 0.14507644653320312, 0.905934326171875, 0.4781024169921875]}                                                                                                 ; {'index': {'x_1': 0.616, 'y_1': 0.347, 'x_2': 0.6315, 'y_2': 0.3815}}                                                                     ; {'index': 0.0021621580113339346}                               ; [['Best placement for the index finger on the weed wacker']]
   262; grasp_vlm_dataset/hammer_11_jpg.rf.c85b223be4971ad9ab964763835c15e2.jpg      ; {'hand': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                               ; {'handle': {'x_1': 0.447, 'y_1': 0.12, 'x_2': 0.5845, 'y_2': 0.5215}}                                                                     ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the hammer']]
   263; grasp_vlm_dataset/scissors19_jpg.rf.5f0e204097a7f0b77e9912d69812ed06.jpg     ; {'index': [0.2034314727783203, 0.08924407958984375, 0.9364136962890625, 0.8312969360351562], 'thumb': [0.2034314727783203, 0.08924407958984375, 0.9364136962890625, 0.8312969360351562]}     ; {'thumb': {'x_1': 0.281, 'y_1': 0.498, 'x_2': 0.6045, 'y_2': 0.804}, 'index': {'x_1': 0.527, 'y_1': 0.311, 'x_2': 0.9815, 'y_2': 0.6335}} ; {'index': 0.23643203730091042, 'thumb': 0.18199834056159317}   ; [['Best placement for the index finger on the pair of scissors'], ['Best placement for the thumb finger on the pair of scissors']]
   264; grasp_vlm_dataset/bot_bar1_jpg.rf.eabd136d66ba5d6966232ba28c810b84.jpg       ; {'hand': [0.0, 0.4337110595703125, 0.10427140045166015, 0.9984221801757812]}                                                                                                                 ; {'handle': {'x_1': 0.488, 'y_1': 0.829, 'x_2': 0.568, 'y_2': 0.86}}                                                                       ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the bottom drawer with a horizontal bar handle']]
   265; grasp_vlm_dataset/bolt_cutters19_jpeg.rf.fcfca76c4ee0ac5f8e81b8212818bcd9.jpg; {'left': [0.216357666015625, 0.08785781860351563, 0.6820031127929688, 0.8371962890625], 'right': [0.216357666015625, 0.08785781860351563, 0.6820031127929688, 0.8371962890625]}              ; {'left': {'x_1': 0.178, 'y_1': 0.785, 'x_2': 0.3215, 'y_2': 0.976}, 'right': {'x_1': 0.521, 'y_1': 0.795, 'x_2': 0.636, 'y_2': 0.989}}    ; {'left': 0.014798682340808604, 'right': 0.013244519994895017}  ; [['Best placement near the green star for the entire left hand on the bolt cutters'], ['Best placement for the entire right hand on the bolt cutters']]
   266; grasp_vlm_dataset/hammer_6_jpg.rf.59a5008a32bcb90a0ecc81ee2de68d14.jpg       ; {'hand': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                               ; {'handle': {'x_1': 0.26, 'y_1': 0.418, 'x_2': 0.872, 'y_2': 0.5805}}                                                                      ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the hammer']]
   267; grasp_vlm_dataset/top_bar3_jpg.rf.20bc4ba2ab0adcc698b3732aa4fc16bc.jpg       ; {'hand': [0.0, 0.0, 0.6645980224609375, 0.7368355712890625]}                                                                                                                                 ; {'handle': {'x_1': 0.351, 'y_1': 0.079, 'x_2': 0.5335, 'y_2': 0.227}}                                                                     ; {'hand': 0.055156278513716954}                                 ; [['Best placement for the entire hand on the top drawer with a horizontal bar handle']]
   268; grasp_vlm_dataset/hammer_10_jpg.rf.2cdb5f31fb14f54d1db317d9be4824aa.jpg      ; {'hand': [0.09448204040527344, 0.33913458251953127, 0.8370956420898438, 0.6605774536132812]}                                                                                                 ; {'handle': {'x_1': 0.485, 'y_1': 0.474, 'x_2': 0.905, 'y_2': 0.551}}                                                                      ; {'hand': 0.1111410807388131}                                   ; [['Best placement for the entire hand on the hammer']]
   269; grasp_vlm_dataset/vertical_bar5_jpg.rf.e67501751d54aa17d9a0556137cc16f5.jpg  ; {'hand': [0.2633123779296875, 0.5289656372070313, 0.30772540283203126, 0.6221871337890625]}                                                                                                  ; {'handle': {'x_1': 0.275, 'y_1': 0.609, 'x_2': 0.288, 'y_2': 0.6665}}                                                                     ; {'hand': 0.036348866898189544}                                 ; [['Best placement for the entire hand on the door with a vertical bar handle']]
   270; grasp_vlm_dataset/saw_5_jpg.rf.318e16b83ec94ae33868ec3ad7152d07.jpg          ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.488, 'y_1': 0.175, 'x_2': 0.5265, 'y_2': 0.2125}}                                                                     ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the circular saw']]
   271; grasp_vlm_dataset/bow18_jpg.rf.61d5e62c0332134b201a1800973fcc4d.jpg          ; {'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.08928499603271485, 0.03834159469604492, 0.822572998046875, 0.7622899169921875]}                                                                  ; {'thumb': {'x_1': 0.58, 'y_1': 0.225, 'x_2': 0.631, 'y_2': 0.281}, 'index': {'x_1': 0.552, 'y_1': 0.059, 'x_2': 0.69, 'y_2': 0.2255}}     ; {'index': 0.0, 'thumb': 0.005379922975851734}                  ; [['Best placement for the index finger on the violin bow'], ['Best placement for the thumb finger on the violin bow']]
   272; grasp_vlm_dataset/multimeter15_jpg.rf.9aa2acb4718b10f70e5f0c78caa8b636.jpg   ; {'left': [0.16348379516601563, 0.1896223602294922, 0.8953819580078125, 0.9339832763671875], 'right': [0.16348379516601563, 0.1896223602294922, 0.8953819580078125, 0.9339832763671875]}      ; {'left': {'x_1': 0.271, 'y_1': 0.71, 'x_2': 0.626, 'y_2': 0.811}, 'right': {'x_1': 0.493, 'y_1': 0.771, 'x_2': 0.841, 'y_2': 0.913}}      ; {'left': 0.06581357889802394, 'right': 0.09070544735252402}    ; [['Best placement near the green star for the entire left hand on the multimeter with red and black leads'], ['Best placement for the entire right hand on the multimeter with red and black leads']]
   273; grasp_vlm_dataset/drill_17_jpg.rf.136503b950ddb091690e9283b86e5359.jpg       ; {'index': [0.7542188110351562, 0.23350677490234376, 0.9424420776367187, 0.39188427734375]}                                                                                                   ; {'index': {'x_1': 0.515, 'y_1': 0.348, 'x_2': 0.565, 'y_2': 0.4295}}                                                                      ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the power drill']]
   274; grasp_vlm_dataset/bolt_cutters4_jpeg.rf.bf63fd021872bf4938b540e83f770816.jpg ; {'left': [0.1659871826171875, 0.012804532051086425, 0.850666259765625, 0.76047314453125], 'right': [0.1659871826171875, 0.012804532051086425, 0.850666259765625, 0.76047314453125]}          ; {'right': {'x_1': 0.463, 'y_1': 0.0, 'x_2': 0.603, 'y_2': 0.204}, 'left': {'x_1': 0.42, 'y_1': 0.798, 'x_2': 0.538, 'y_2': 1.0}}          ; {'left': 0.0, 'right': 0.052106422079938396}                   ; [['Best placement for the entire left hand on the bolt cutters'], ['Best placement near the green star for the entire right hand on the bolt cutters']]
   275; grasp_vlm_dataset/darts10_jpg.rf.a3235a3ae3f28b5fed73b771ed3763dd.jpg        ; {'index': [0.11372702026367187, 0.1133726348876953, 0.8618837280273437, 0.8603279418945312], 'thumb': [0.11372702026367187, 0.1133726348876953, 0.8618837280273437, 0.8603279418945312]}     ; {'index': {'x_1': 0.405, 'y_1': 0.46, 'x_2': 0.461, 'y_2': 0.515}, 'thumb': {'x_1': 0.435, 'y_1': 0.475, 'x_2': 0.5005, 'y_2': 0.5265}}   ; {'index': 0.005511420220365349, 'thumb': 0.006036168265697207} ; [['Best placement for the index finger on the dart'], ['Best placement for the thumb finger on the dart']]
   276; grasp_vlm_dataset/multimeter16_jpg.rf.ed9a09023be13fb4a322e74315c8cea7.jpg   ; {'left': [0.2215750732421875, 0.06431913757324219, 0.9263064575195312, 0.811051025390625], 'right': [0.2215750732421875, 0.06431913757324219, 0.9263064575195312, 0.811051025390625]}        ; {'left': {'x_1': 0.056, 'y_1': 0.189, 'x_2': 0.2415, 'y_2': 0.4415}, 'right': {'x_1': 0.532, 'y_1': 0.138, 'x_2': 0.811, 'y_2': 0.324}}   ; {'left': 0.008856643824251057, 'right': 0.09861178890543748}   ; [['Best placement near the green star for the entire left hand on the multimeter with red and black leads'], ['Best placement for the entire right hand on the multimeter with red and black leads']]
   277; grasp_vlm_dataset/wacker_17_jpg.rf.633900bf8f6ec40679f5da12254d39c8.jpg      ; {'index': [0.1637036590576172, 0.19335337829589844, 0.9114513549804687, 0.923972900390625]}                                                                                                  ; {'index': {'x_1': 0.788, 'y_1': 0.323, 'x_2': 0.842, 'y_2': 0.343}}                                                                       ; {'index': 0.00197686676282715}                                 ; [['Best placement for the index finger on the weed wacker']]
   278; grasp_vlm_dataset/bot_bar6_jpg.rf.c344b0372ec81fdb1520b12867243c03.jpg       ; {'hand': [0.061833049774169924, 0.2231590576171875, 0.735557861328125, 0.9368637084960938]}                                                                                                  ; {'handle': {'x_1': 0.39, 'y_1': 0.837, 'x_2': 0.4835, 'y_2': 0.8845}}                                                                     ; {'hand': 0.00923643018798239}                                  ; [['Best placement for the entire hand on the bottom drawer with a horizontal bar handle']]
   279; grasp_vlm_dataset/syringe20_jpg.rf.88e9dfd20447e32f6cce37980911ce7e.jpg      ; {'index': [0.0, 0.0, 0.70530810546875, 0.7232504272460938], 'thumb': [0.0, 0.0, 0.70530810546875, 0.7232504272460938]}                                                                       ; {'thumb': {'x_1': 0.845, 'y_1': 0.846, 'x_2': 0.9995, 'y_2': 0.9995}, 'index': {'x_1': 0.697, 'y_1': 0.701, 'x_2': 0.8885, 'y_2': 0.889}} ; {'index': 0.00033861187020781363, 'thumb': 0.0}                ; [['Best placement for the index finger on the syringe'], ['Best placement for the thumb finger on the syringe']]
   280; grasp_vlm_dataset/bot_rnd2_jpg.rf.05cc8c6975ae529104e65cfaedeb5428.jpg       ; {'hand': [0.02939448356628418, 0.2141123046875, 0.759546142578125, 0.9610341186523438]}                                                                                                      ; {'handle': {'x_1': 0.457, 'y_1': 0.522, 'x_2': 0.5145, 'y_2': 0.5735}}                                                                    ; {'hand': 0.00542983776994514}                                  ; [['Best placement for the entire hand on the bottom drawer with a round handle']]
   281; grasp_vlm_dataset/glue_2_jpg.rf.9fb4c8607def9ebab16de93afbf21811.jpg         ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.278, 'y_1': 0.234, 'x_2': 0.3635, 'y_2': 0.383}}                                                                      ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the glue gun']]
   282; grasp_vlm_dataset/multimeter11_jpg.rf.87a50f900556b7eb64a8bc2ba9923d4f.jpg   ; {'left': [0.4623828125, 0.21277023315429688, 0.726732666015625, 0.9618416748046875], 'right': [0.4623828125, 0.21277023315429688, 0.726732666015625, 0.9618416748046875]}                    ; {'left': {'x_1': 0.519, 'y_1': 0.538, 'x_2': 0.632, 'y_2': 0.9445}, 'right': {'x_1': 0.543, 'y_1': 0.388, 'x_2': 0.723, 'y_2': 0.7645}}   ; {'left': 0.23197259424912064, 'right': 0.3422434708609629}     ; [['Best placement near the green star for the entire left hand on the multimeter with red and black leads'], ['Best placement for the entire right hand on the multimeter with red and black leads']]
   283; grasp_vlm_dataset/glue_14_jpg.rf.8e3341244a784dfd82c29ebb595a2f13.jpg        ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.376, 'y_1': 0.383, 'x_2': 0.396, 'y_2': 0.499}}                                                                       ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the glue gun']]
   284; grasp_vlm_dataset/chainsaw11_jpg.rf.7176142a650fcba54117f10430c8882d.jpg     ; {'left': [0.0, 0.0, 0.0, 0.0], 'right': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                ; {'left': {'x_1': 0.283, 'y_1': 0.507, 'x_2': 0.377, 'y_2': 1.0}, 'right': {'x_1': 0.241, 'y_1': 0.071, 'x_2': 0.5365, 'y_2': 0.245}}      ; {'left': 0.0, 'right': 0.0}                                    ; [['Best placement near the green star for the entire left hand on the chainsaw'], ['Best placement for the entire right hand on the chainsaw']]
   285; grasp_vlm_dataset/solder_19_jpg.rf.b41e5d3f6b2ee25de494045eb4daf006.jpg      ; {'hand': [0.18815298461914062, 0.16409623718261718, 0.935280029296875, 0.8721248779296875]}                                                                                                  ; {'handle': {'x_1': 0.505, 'y_1': 0.424, 'x_2': 0.8155, 'y_2': 0.636}}                                                                     ; {'hand': 0.12443775925668285}                                  ; [['Best placement for the entire hand on the soldering iron']]
   286; grasp_vlm_dataset/saw_9_jpg.rf.357d6a8fc86ce4de56014270edf7b9d7.jpg          ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.782, 'y_1': 0.281, 'x_2': 0.808, 'y_2': 0.3395}}                                                                      ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the circular saw']]
   287; grasp_vlm_dataset/wrench_3_jpg.rf.5e6825d8eee17f5e5b09adb4d8423f65.jpg       ; {'hand': [0.47793499755859375, 0.11397418975830079, 0.70781396484375, 0.8615932006835938]}                                                                                                   ; {'handle': {'x_1': 0.551, 'y_1': 0.276, 'x_2': 0.629, 'y_2': 0.812}}                                                                      ; {'hand': 0.24326510627536577}                                  ; [['Best placement for the entire hand on the wrench']]
   288; grasp_vlm_dataset/lever_handle17_jpg.rf.5d1acd165adb3802c8dc0aabdeb3c370.jpg ; {'hand': [0.03449385070800781, 0.6714612426757812, 0.18710670471191407, 0.9038336181640625]}                                                                                                 ; {'handle': {'x_1': 0.381, 'y_1': 0.617, 'x_2': 0.428, 'y_2': 0.6315}}                                                                     ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the door with a horizontal lever handle']]
   289; grasp_vlm_dataset/drill_15_jpg.rf.4bbf949cdfa2d31f85239ac024ace55d.jpg       ; {'index': [0.16327180480957032, 0.06524789428710938, 0.8859302978515625, 0.8099089965820313]}                                                                                                ; {'index': {'x_1': 0.535, 'y_1': 0.389, 'x_2': 0.584, 'y_2': 0.4755}}                                                                      ; {'index': 0.007876266592604634}                                ; [['Best placement for the index finger on the power drill']]
   290; grasp_vlm_dataset/allen_4_jpg.rf.7c84acf515bff74c2f1550cb20225a4c.jpg        ; {'hand': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                               ; {'handle': {'x_1': 0.012, 'y_1': 0.076, 'x_2': 0.361, 'y_2': 0.3045}}                                                                     ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the allen key']]
   291; grasp_vlm_dataset/wacker_9_jpg.rf.a8ab37e0d1857de1c0b5c89e3fe89bd5.jpg       ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.746, 'y_1': 0.58, 'x_2': 0.7615, 'y_2': 0.5915}}                                                                      ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the weed wacker']]
   292; grasp_vlm_dataset/hammer_18_jpg.rf.6dc41f97cc114e93b58b1020653d2a1a.jpg      ; {'hand': [0.3244908752441406, 0.08838186645507813, 0.6274547729492187, 0.8371088256835938]}                                                                                                  ; {'handle': {'x_1': 0.425, 'y_1': 0.488, 'x_2': 0.563, 'y_2': 0.9595}}                                                                     ; {'hand': 0.19766777775627892}                                  ; [['Best placement for the entire hand on the hammer']]
   293; grasp_vlm_dataset/wrench_11_jpg.rf.7de38718620af910cbe38e875f6e0ee8.jpg      ; {'hand': [0.16461944580078125, 0.16640951538085938, 0.8537919311523438, 0.8253469848632813]}                                                                                                 ; {'handle': {'x_1': 0.16, 'y_1': 0.177, 'x_2': 0.5765, 'y_2': 0.558}}                                                                      ; {'hand': 0.3442264333844573}                                   ; [['Best placement for the entire hand on the wrench']]
   294; grasp_vlm_dataset/wacker_14_jpg.rf.8822a1a2f9a5fb09f2a0755a8c0dc2ff.jpg      ; {'index': [0.1415643005371094, 0.10532769012451172, 0.28621688842773435, 0.32460733032226563]}                                                                                               ; {'index': {'x_1': 0.634, 'y_1': 0.62, 'x_2': 0.6595, 'y_2': 0.665}}                                                                       ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the weed wacker']]
   295; grasp_vlm_dataset/solder_15_jpg.rf.378b0d1960735753b419c54cd9590db7.jpg      ; {'hand': [0.503939453125, 0.07288862609863281, 0.6526624145507812, 0.42500030517578125]}                                                                                                     ; {'handle': {'x_1': 0.431, 'y_1': 0.464, 'x_2': 0.6755, 'y_2': 0.946}}                                                                     ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the soldering iron']]
   296; grasp_vlm_dataset/hammer_9_jpg.rf.b52b7ef98e7b0e0390e7ce85d51bba7c.jpg       ; {'hand': [0.11399748229980469, 0.3634156188964844, 0.8620301513671875, 0.6656373901367187]}                                                                                                  ; {'handle': {'x_1': 0.524, 'y_1': 0.494, 'x_2': 0.8765, 'y_2': 0.577}}                                                                     ; {'hand': 0.12344859587765707}                                  ; [['Best placement for the entire hand on the hammer']]
   297; grasp_vlm_dataset/multimeter6_jpg.rf.dbe89c3d65112ebbfbb435b7c6ec53b4.jpg    ; {'left': [0.117603515625, 0.14107583618164063, 0.8608727416992188, 0.8862472534179687], 'right': [0.117603515625, 0.14107583618164063, 0.8608727416992188, 0.8862472534179687]}              ; {'right': {'x_1': 0.335, 'y_1': 0.62, 'x_2': 0.45, 'y_2': 0.8575}, 'left': {'x_1': 0.282, 'y_1': 0.621, 'x_2': 0.3555, 'y_2': 0.853}}     ; {'left': 0.030787397851560344, 'right': 0.04931273773286078}   ; [['Best placement for the entire left hand on the multimeter with red and black leads'], ['Best placement near the green star for the entire right hand on the multimeter with red and black leads']]
   298; grasp_vlm_dataset/saw_13_jpg.rf.bf15660e475b50223665d0f295c7c1f5.jpg         ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.72, 'y_1': 0.512, 'x_2': 0.738, 'y_2': 0.5495}}                                                                       ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the circular saw']]
   299; grasp_vlm_dataset/multimeter1_jpg.rf.c8945e0ee1da610f7170473996b478de.jpg    ; {'left': [0.19073200988769531, 0.13666009521484376, 0.8414329833984375, 0.8421878051757813], 'right': [0.19073200988769531, 0.13666009521484376, 0.8414329833984375, 0.8421878051757813]}    ; {'right': {'x_1': 0.745, 'y_1': 0.422, 'x_2': 0.8025, 'y_2': 0.6425}, 'left': {'x_1': 0.664, 'y_1': 0.286, 'x_2': 0.7215, 'y_2': 0.625}}  ; {'left': 0.042459219920101945, 'right': 0.027617280213517635}  ; [['Best placement for the entire left hand on the multimeter with red and black leads'], ['Best placement near the green star for the entire right hand on the multimeter with red and black leads']]
   300; grasp_vlm_dataset/multimeter2_jpg.rf.1bffd1d55f5a115e24036e9aae55d0e2.jpg    ; {'left': [0.32245443725585937, 0.27596377563476565, 0.9241746826171875, 0.7246028442382813], 'right': [0.3215260009765625, 0.27169354248046873, 0.58386572265625, 0.6647879028320313]}       ; {'right': {'x_1': 0.671, 'y_1': 0.368, 'x_2': 0.7675, 'y_2': 0.5395}, 'left': {'x_1': 0.623, 'y_1': 0.376, 'x_2': 0.747, 'y_2': 0.531}}   ; {'left': 0.07119699586001625, 'right': 0.0}                    ; [['Best placement for the entire left hand on the multimeter with red and black leads'], ['Best placement near the green star for the entire right hand on the multimeter with red and black leads']]
   301; grasp_vlm_dataset/saw_16_jpg.rf.99cec99f882611788109df742450f54e.jpg         ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.478, 'y_1': 0.192, 'x_2': 0.537, 'y_2': 0.2485}}                                                                      ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the circular saw']]
   302; grasp_vlm_dataset/bow17_jpg.rf.7af13d780458ce389d2504e3ceccd3ea.jpg          ; {'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]}                                                                                                                               ; {'thumb': {'x_1': 0.794, 'y_1': 0.816, 'x_2': 0.8305, 'y_2': 0.8545}, 'index': {'x_1': 0.77, 'y_1': 0.777, 'x_2': 0.8395, 'y_2': 0.8505}} ; {'index': 0.0, 'thumb': 0.0}                                   ; [['Best placement for the index finger on the violin bow'], ['Best placement for the thumb finger on the violin bow']]
   303; grasp_vlm_dataset/bot_bar10_jpg.rf.931ef51617e3d663cca7fc45ee3ca43c.jpg      ; {'hand': [0.21572189331054686, 0.06277499389648437, 0.8280617065429687, 0.8121096801757812]}                                                                                                 ; {'handle': {'x_1': 0.372, 'y_1': 0.789, 'x_2': 0.623, 'y_2': 0.814}}                                                                      ; {'hand': 0.012628462345221922}                                 ; [['Best placement for the entire hand on the bottom drawer with a horizontal bar handle']]
   304; grasp_vlm_dataset/screwdriver_5_jpg.rf.ae42b8c7016afd51e5afba95f6876f81.jpg  ; {'hand': [0.21720977783203124, 0.414299072265625, 0.28644342041015625, 0.47870556640625]}                                                                                                    ; {'handle': {'x_1': 0.507, 'y_1': 0.434, 'x_2': 0.975, 'y_2': 0.6565}}                                                                     ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the screwdriver']]
   305; grasp_vlm_dataset/vertical_bar17_jpg.rf.922faca1a1f9a6bac1c811add0154ffe.jpg ; {'hand': [0.19442372131347657, 0.16414532470703125, 0.8626804809570312, 0.9117332763671875]}                                                                                                 ; {'handle': {'x_1': 0.18, 'y_1': 0.664, 'x_2': 0.21, 'y_2': 0.802}}                                                                        ; {'hand': 0.0042855861002877825}                                ; [['Best placement for the entire hand on the door with a vertical bar handle']]
   306; grasp_vlm_dataset/syringe7_jpg.rf.c76df9754b3027a5eee6514e898a1812.jpg       ; {'index': [0.18263710021972657, 0.18549201965332032, 0.7634909057617187, 0.76942041015625], 'thumb': [0.18263710021972657, 0.18549201965332032, 0.7634909057617187, 0.76942041015625]}       ; {'thumb': {'x_1': 0.185, 'y_1': 0.185, 'x_2': 0.244, 'y_2': 0.246}, 'index': {'x_1': 0.227, 'y_1': 0.243, 'x_2': 0.3595, 'y_2': 0.3445}}  ; {'index': 0.039651122859713304, 'thumb': 0.010524490254046292} ; [['Best placement for the index finger on the syringe'], ['Best placement for the thumb finger on the syringe']]
   307; grasp_vlm_dataset/rnd_door9_jpg.rf.0c64191221f26a78a44fe89db56f5242.jpg      ; {'hand': [0.7741085205078125, 0.6678772583007813, 0.8278489990234374, 0.7537786865234375]}                                                                                                   ; {'handle': {'x_1': 0.77, 'y_1': 0.715, 'x_2': 0.81, 'y_2': 0.74}}                                                                         ; {'hand': 0.19013955676626795}                                  ; [['Best placement for the entire hand on the door with a round handle']]
   308; grasp_vlm_dataset/multimeter19_jpg.rf.e851018b773c7c55ca858061942e18a4.jpg   ; {'left': [0.23979034423828124, 0.362972900390625, 0.5275178833007812, 0.9480220947265625], 'right': [0.22558460998535157, 0.11322603607177735, 0.868957275390625, 0.8615656127929687]}       ; {'right': {'x_1': 0.743, 'y_1': 0.466, 'x_2': 0.8455, 'y_2': 0.811}, 'left': {'x_1': 0.638, 'y_1': 0.472, 'x_2': 0.7095, 'y_2': 0.7755}}  ; {'left': 0.0, 'right': 0.07344828188825184}                    ; [['Best placement near the green star for the entire left hand on the multimeter with red and black leads'], ['Best placement for the entire right hand on the multimeter with red and black leads']]
   309; grasp_vlm_dataset/wacker_16_jpg.rf.235cf193f1b1e1e8f5ef5fc68e30e675.jpg      ; {'index': [0.18852691650390624, 0.01237037181854248, 0.9357044677734375, 0.7246370849609375]}                                                                                                ; {'index': {'x_1': 0.585, 'y_1': 0.478, 'x_2': 0.617, 'y_2': 0.507}}                                                                       ; {'index': 0.0017437391262592225}                               ; [['Best placement for the index finger on the weed wacker']]
   310; grasp_vlm_dataset/bow20_jpg.rf.62b94068a36ddd3707a831f74001fd3a.jpg          ; {'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]}                                                                                                                               ; {'thumb': {'x_1': 0.813, 'y_1': 0.701, 'x_2': 0.832, 'y_2': 0.7095}, 'index': {'x_1': 0.762, 'y_1': 0.692, 'x_2': 0.8235, 'y_2': 0.707}}  ; {'index': 0.0, 'thumb': 0.0}                                   ; [['Best placement for the index finger on the violin bow'], ['Best placement for the thumb finger on the violin bow']]
   311; grasp_vlm_dataset/bolt_cutters14_jpeg.rf.348d28648dbf548883c9935637b89fdd.jpg; {'left': [0.001916193962097168, 0.08807976531982421, 0.4643428039550781, 0.8359661254882812], 'right': [0.001916193962097168, 0.08807976531982421, 0.4643428039550781, 0.8359661254882812]}  ; {'left': {'x_1': 0.086, 'y_1': 0.071, 'x_2': 0.194, 'y_2': 0.276}, 'right': {'x_1': 0.765, 'y_1': 0.251, 'x_2': 0.9065, 'y_2': 0.427}}    ; {'left': 0.058372546254005016, 'right': 0.0}                   ; [['Best placement near the green star for the entire left hand on the bolt cutters'], ['Best placement for the entire right hand on the bolt cutters']]
   312; grasp_vlm_dataset/wacker_6_jpg.rf.7ae05c395379b3b83e9ec79a8ded465b.jpg       ; {'index': [0.06316418838500977, 0.36081158447265627, 0.8117626342773437, 0.631500244140625]}                                                                                                 ; {'index': {'x_1': 0.551, 'y_1': 0.507, 'x_2': 0.612, 'y_2': 0.5305}}                                                                      ; {'index': 0.007074222487514776}                                ; [['Best placement for the index finger on the weed wacker']]
   313; grasp_vlm_dataset/vertical_bar19_jpg.rf.d781672d67ee85076205490804572382.jpg ; {'hand': [0.49128701782226564, 0.03804230880737305, 0.8462808837890625, 0.7871563110351563]}                                                                                                 ; {'handle': {'x_1': 0.575, 'y_1': 0.603, 'x_2': 0.585, 'y_2': 0.654}}                                                                      ; {'hand': 0.0019177916015062314}                                ; [['Best placement for the entire hand on the door with a vertical bar handle']]
   314; grasp_vlm_dataset/chainsaw4_jpg.rf.b4a845ca60680cea54d9ed3182df56e0.jpg      ; {'left': [0.24232667541503905, 0.0009096145629882812, 0.9855195922851563, 0.6406171264648437], 'right': [0.16484776306152343, 0.0011802434921264649, 0.8665457153320313, 0.6545734252929688]}; {'right': {'x_1': 0.203, 'y_1': 0.439, 'x_2': 0.329, 'y_2': 0.595}, 'left': {'x_1': 0.207, 'y_1': 0.617, 'x_2': 0.254, 'y_2': 0.7515}}    ; {'left': 0.0005725991116532835, 'right': 0.04287166357698088}  ; [['Best placement for the entire left hand on the chainsaw'], ['Best placement near the green star for the entire right hand on the chainsaw']]
   315; grasp_vlm_dataset/bow8_jpg.rf.42440eecf28f31f95603cf4cd5c3077c.jpg           ; {'index': [0.24231443786621093, 0.13802668762207032, 0.9854740600585937, 0.8869458618164062], 'thumb': [0.24231443786621093, 0.13802668762207032, 0.9854740600585937, 0.8869458618164062]}   ; {'thumb': {'x_1': 0.382, 'y_1': 0.258, 'x_2': 0.43, 'y_2': 0.323}, 'index': {'x_1': 0.428, 'y_1': 0.299, 'x_2': 0.6345, 'y_2': 0.4905}}   ; {'index': 0.07105125923255365, 'thumb': 0.005605799222540725}  ; [['Best placement for the index finger on the violin bow'], ['Best placement for the thumb finger on the violin bow']]
   316; grasp_vlm_dataset/multimeter20_jpg.rf.6e46c6f29d99a29481241312d2e01972.jpg   ; {'left': [0.013702321052551269, 0.2657445373535156, 0.7233860473632813, 0.99081787109375], 'right': [0.013702321052551269, 0.2657445373535156, 0.7233860473632813, 0.99081787109375]}        ; {'left': {'x_1': 0.761, 'y_1': 0.491, 'x_2': 0.909, 'y_2': 0.679}, 'right': {'x_1': 0.825, 'y_1': 0.469, 'x_2': 0.979, 'y_2': 0.653}}     ; {'left': 0.0, 'right': 0.0}                                    ; [['Best placement near the green star for the entire left hand on the multimeter with red and black leads'], ['Best placement for the entire right hand on the multimeter with red and black leads']]
